"","id","user_id","text"
"58","92797","9470","We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;"
"59","59566","8776","He didn't see his shadow. We get an early spring yay"
"60","91070","6521","Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you ."
"61","81842","7776","I donno if they are scorable"
"62","87261","2521","Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... "
"63","16571","9512","Good Morning plz call me sir"
"64","68751","4869","Same as kallis dismissial in 2nd test:-)."
"65","48663","4640","Hmmm.but you should give it on one day.."
"66","37197","0737","Yes i thought so. Thanks."
"67","81636","9250","If You mean the website. Yes."
"68","15811","7655","Not for possession, especially not first offense"
"69","64621","0084","Gud mrng dear hav a nice day"
"70","71568","7433","That's the way you should stay oh."
"71","13079","2970","Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway"
"72","10045","8784","""What are youdoing later? Sar xxx"""
"73","30506","7779","Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy"
"74","64598","3217","Wat uniform? In where get?"
"75","49413","4287"," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
"76","42864","5345","My sister in law, hope you are having a great month. Just saying hey. Abiola"
"77","38391","6030","That was random saw my old roomate on campus. He graduated"
"78","82430","1715","Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
"79","93404","5422","Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
"80","82418","1675","K..k:)how much does it cost?"
"81","17523","3590","HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG"
"82","49894","0391","""AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX."""
"83","77229","8291","The table's occupied, I'm waiting by the tree"
"84","63267","8892","* Was really good to see you the other day dudette, been missing you!"
"85","80878","6153","Ok da, i already planned. I wil pick you."
"86","13281","3326","Prepare to be pleasured :)"
"87","26342","8684","Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
"88","33449","8669","Do u noe wat time e place dat sells 4d closes?"
"89","60792","6673","Ok lor ü reaching then message me."
"90","89175","2940","""HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U"""
"91","63242","7700","U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?"
"92","16889","1459","Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;"
"93","64433","5345","Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao."
"94","81676","8387","Stupid.its not possible"
"95","42465","2459","It means u could not keep ur words."
"96","71192","7433","O. Guess they both got screwd"
"97","29380","8755","Yes.i'm in office da:)"
"98","40726","1917","Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
"99","51487","4103","Minimum walk is 3miles a day."
"100","01007","2459","How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?"
"101","33093","1617","Yup, no need. I'll jus wait 4 e rain 2 stop."
"102","66003","9423","Your brother is a genius"
"103","87442","2512"," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
"104","48142","9343","Lolnice. I went from a fish to ..water.?"
"105","04626","9532","Well boy am I glad G wasted all night at applebees for nothing"
"106","29626","9938","Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
"107","56984","9365","SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW."
"108","94440","4824",":-( sad puppy noise"
"109","73372","7700","They did't play one day last year know even though they have very good team.. Like india."
"110","76471","8577","Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!"
"111","42316","0190","yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke"
"112","13628","7048","How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem"
"113","63508","3909","The wine is flowing and i'm i have nevering.."
"114","46438","0673","We're done..."
"115","83093","7564","U come n search tat vid..not finishd.."
"116","10278","2565","I have no idea where you are"
"117","94612","9827","Prakesh is there know."
"118","43066","3169","Can a not?"
"119","67263","1459","What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend."
"120","52302","3542","Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
"121","42967","6915","And whenever you and i see we can still hook up too."
"122","03324","7365","The bus leaves at  &lt;"
"123","29966","2284","Should I tell my friend not to come round til like  &lt;"
"124","27617","6865","Hi:)did you asked to waheeda fathima about leave?"
"125","75715","4795","Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;"
"126","17947","8350","Just dropped em off, omw back now"
"127","49944","7893","I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love"
"128","83674","0262","Havent shopping now lor i juz arrive only"
"129","27058","6749","645"
"130","83122","1640","Full heat pa:-) i have applyed oil pa."
"131","81738","8764","Hey i've booked the 2 lessons on sun liao..."
"132","17227","2027","After completed degree. There is no use in joining finance."
"133","36575","8293","Check audrey's status right now"
"134","20990","8247","You call times job today ok umma and ask them to speed up"
"135","56431","7444","Happy birthday... May u find ur prince charming soon n dun work too hard..."
"136","11371","3642","Is avatar supposed to have subtoitles"
"137","78167","1289","Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future."
"138","86356","9537","It's justbeen overa week since we broke up and already our brains are going to mush!"
"139","43362","0190","Change windows logoff sound.."
"140","73769","0272","Haha i think i did too"
"141","28154","7342","Havent still waitin as usual... Ü come back sch oredi?"
"142","61465","0195","Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane.."
"143","45672","5097","Haf u eaten? Wat time u wan me 2 come?"
"144","56640","9365","I've reached sch already..."
"145","69974","8322","Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
"146","42691","8776","Alright omw, gotta change my order to a half8th"
"147","31785","0479","Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?"
"148","75144","3609","How come guoyang go n tell her? Then u told her?"
"149","79207","2940","I dont want to hear philosophy. Just say what happen"
"150","91198","2565","Lol you won't feel bad when I use her money to take you out to a steak dinner =D"
"151","13362","7461","Nope i'll come online now.."
"152","08515","0604","Yes! How is a pretty lady like you single?"
"153","77214","2932"," &lt;"
"154","91265","2368","Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down"
"155","70801","3217","Damn, poor zac doesn't stand a chance"
"156","11193","7896","HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX"
"157","92547","2459","No de. But call me after some time. Ill tell you k"
"158","93107","5033","Lol, oh you got a friend for the dog ?"
"159","32068","0569","She told to hr that he want posting in chennai:)because i'm working here:)"
"160","97216","0262","If india win or level series means this is record:)"
"161","83474","3097","I can probably come by, everybody's done around  &lt;"
"162","67094","4327","What's your room number again? Wanna make sure I'm knocking on the right door"
"163","69162","8529","Thankyou so much for the call. I appreciate your care."
"164","72982","5691","Ok... Ur typical reply..."
"165","79726","5062","I keep ten rs in my shelf:) buy two egg."
"166","21356","6931","Dunno da next show aft 6 is 850. Toa payoh got 650."
"167","54456","5631","Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
"168","03387","6412","Sorry, I can't text &amp; drive coherently, see you in twenty"
"169","80996","1411","Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u "
"170","06265","2788","Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx"
"171","89598","7317","Nobody can decide where to eat and dad wants Chinese"
"172","45316","1704","I cant pick the phone right now. Pls send a message"
"173","47434","1035","(No promises on when though, haven't even gotten dinner yet)"
"174","56455","8074","HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX"
"175","62750","6262","Probably gonna be here for a while, see you later tonight &lt;)"
"176","90608","4085","Poor girl can't go one day lmao"
"177","93634","6673",", how's things? Just a quick question."
"178","42014","7282","I get out of class in bsn in like  &lt;"
"179","75967","3565","My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor."
"180","58865","5428","Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then."
"181","96353","6099","Oh ok.. Wat's ur email?"
"182","89166","0084","Ü ready then call me..."
"183","31190","5345","7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
"184","24608","3759","Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free"
"185","87376","6749","Lol alright i was thinkin that too haha"
"186","80348","4435","No..but heard abt tat.."
"187","46124","0224","No need to say anything to me. I know i am an outsider"
"188","26092","8787","Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen."
"189","45617","9681","Sir, I am waiting for your mail."
"190","59008","8704","What's ur pin?"
"191","96650","0262","Sounds great! Are you home now?"
"192","10334","4388","*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?"
"193","20541","4675","Prabha..i'm soryda..realy..frm heart i'm sory"
"194","90183","7283","I love to cuddle! I want to hold you in my strong arms right now..."
"195","68997","1289","Wow v v impressed. Have funs shopping!"
"196","23824","3333","Thanks. Fills me with complete calm and reassurance! "
"197","83853","1983","Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?"
"198","53912","3146","MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM."
"199","18087","3609","* Will be september by then!"
"200","65468","4645","I wan but too early lei... Me outside now wun b home so early... Neva mind then..."
"201","71670","2058","R u still working now?"
"202","95723","5428","Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end."
"203","43922","0698","A bloo bloo bloo I'll miss the first bowl"
"204","72641","1195","Ill call you evening ill some ideas."
"205","48640","3329","How i noe... Did ü specify da domain as nusstu... Ü still in sch..."
"206","25493","8577","I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!"
"207","16306","0012","I like you peoples very much:) but am very shy pa."
"208","00354","3909","Yes. that will be fine. Love you. Be safe."
"209","44642","4505","In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
"210","59738","4256","He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh."
"211","79998","8684","Siva is in hostel aha:-."
"212","67130","4435","En chikku nange bakra msg kalstiya..then had tea/coffee?"
"213","54250","4223","Gudnite....tc...practice going on"
"214","78852","8784","1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;"
"215","01111","3976","Is xy in ur car when u picking me up?"
"216","52337","7198","My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her."
"217","56059","5403","Dont know you bring some food"
"218","73789","0012","MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
"219","60089","3538","COME BACK TO TAMPA FFFFUUUUUUU"
"220","34874","3179","Love that holiday Monday feeling even if I have to go to the dentists in an hour"
"221","67656","5516","G says you never answer your texts, confirm/deny"
"222","96750","6007","Let me know how to contact you. I've you settled in a room. Lets know you are ok."
"223","67176","0596","Thanks for ve lovely wisheds. You rock"
"224","74150","4889","Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
"225","12757","1255","I just saw ron burgundy captaining a party boat so yeah"
"226","19760","6711","Did he just say somebody is named tampa"
"227","54349","3063","Still in customer place"
"228","04178","3039","Whatever, juliana. Do whatever you want."
"229","28047","3494","New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
"230","19555","6812","Ok lor."
"231","22963","5913","Like a personal sized or what"
"232","44003","8664","Really good:)dhanush rocks once again:)"
"233","35185","0622","Good Morning my Dear........... Have a great &amp; successful day."
"234","04252","9052","Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya "
"235","64216","2246","Yup..."
"236","83298","0698","That is wondar full flim."
"237","37146","8776","I had askd u a question some hours before. Its answer"
"238","44607","4408","I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!"
"239","57905","5386","I went to project centre"
"240","96777","1715","Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
"241","96411","2467","Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
"242","32559","5138","Haha just kidding, papa needs drugs"
"243","01454","2624","I'm reaching home in 5 min."
"244","59309","6290","Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
"245","11140","8074","A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"
"246","86872","8777","Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
"247","24098","0143","Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night"
"248","07139","1118","Wat time ü wan today?"
"249","43030","8644","Aight what time you want me to come up?"
"250","94364","7906","I am in hospital da. . I will return home in evening"
"251","23912","7779","Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS.."
"252","55261","9938","Boy you best get yo ass out here quick"
"253","16260","6948","Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;)."
"254","85925","3039","Thats cool. Where should i cum? On you or in you? :)"
"255","36899","3532","Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
"256","31034","7036","S..antha num corrct dane"
"257","72905","2061","Jokin only lar... :-) depends on which phone my father can get lor..."
"258","83367","8399","Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30."
"259","30375","2501","But that's on ebay it might be less elsewhere."
"260","56338","5214","I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin"
"261","66674","0737","Holy living christ what is taking you so long"
"262","17812","9910","2marrow only. Wed at  &lt;"
"263","86175","6863","K. I will sent it again"
"264","62590","5116","Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?"
"265","58577","0382","Yo! Howz u? girls never rang after india. L"
"266","20641","3448","Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
"267","57654","2932","Maybe i could get book out tomo then return it immediately ..? Or something."
"268","18238","9742","No current and food here. I am alone also"
"269","94883","0262","THIS IS A LONG FUCKIN SHOWR"
"270","85085","5742","Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
"271","30846","5953","I can send you a pic if you like :)"
"272","12758","9970","My uncles in Atlanta. Wish you guys a great semester."
"273","12516","0526","Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
"274","50253","5024","Ya srsly better than yi tho"
"275","14443","5519","Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
"276","99608","9870","Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh..."
"277","80095","1889","Is that seriously how you spell his name?"
"278","35191","9470","Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
"279","90007","8859","WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!"
"280","84947","6931","Lol wtf random. Btw is that your lunch break"
"281","05624","0965","Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
"282","64560","7554","My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee..."
"283","72198","5341","Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
"284","41755","4985","Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
"285","33753","1333","Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
"286","67663","5428","I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight"
"287","93147","4766","Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... "
"288","17948","9870","The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
"289","53201","0145",";-) ok. I feel like john lennon."
"290","48253","2383","Didn't try, g and I decided not to head out"
"291","49116","8005","Oh oh... Wasted... Den muz chiong on sat n sun liao..."
"292","55929","5816","Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?"
"293","26125","1973","Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now..."
"294","18563","8196","Yes obviously, but you are the eggs-pert and the potato head… Speak soon! "
"295","12828","2061","I will come with karnan car. Please wait till 6pm will directly goto doctor."
"296","72666","2168","When u wana see it then"
"297","17228","3494","Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... "
"298","25159","1835","wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
"299","23985","9250","My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)"
"300","94833","5738","How are you. Its been ages. How's abj"
"301","19414","3800","No. I meant the calculation is the same. That  &lt;"
"302","90101","6918","How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …"
"303","43499","4387","Ü predict wat time ü'll finish buying?"
"304","99325","0536","HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening..."
"305","60997","6528","Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates"
"306","68379","3538","I think chennai well settled?"
"307","04750","1617","Aiyah e rain like quite big leh. If drizzling i can at least run home."
"308","20243","2156","I'm at work. Please call"
"309","62135","9042","Just wait till end of march when el nino gets himself. Oh."
"310","12140","4603","Then. You are eldest know."
"311","48393","7317","How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-."
"312","88411","0470","Love you aathi..love u lot.."
"313","86989","2827","Dont let studying stress you out. L8r."
"314","31560","1749","Headin towards busetop"
"315","04053","9679","K and you're sure I don't have to have consent forms to do it :V"
"316","79516","8917","Do you like shaking your booty on the dance floor?"
"317","00795","3438","Lol I was gonna last month. I cashed some in but I left &lt;"
"318","46811","3590","Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come..."
"319","22386","5345","Oh yes I can speak txt 2 u no! Hmm. Did u get  email?"
"320","22532","9742","The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8"
"321","63109","6165","Ok going to sleep. Hope i can meet her."
"322","56048","5033","I send the print  outs da."
"323","95519","5806","Call me. I m unable to cal. Lets meet bhaskar, and deep"
"324","18500","0955","I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui."
"325","81981","2284","I wont get concentration dear you know you are my mind and everything :-)"
"326","41041","5024","Hi Chikku, send some nice msgs"
"327","51875","9171","Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that."
"328","98980","4985","Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work."
"329","40532","5245","JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME"
"330","84181","9424","I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;"
"331","45832","1392","How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X"
"332","83227","1932","Babe ? I lost you ... :-("
"333","25998","0622","How are you. Wish you a great semester"
"334","34484","3169","Whos this am in class:-)"
"335","43092","3369","Its too late:)but its k.wish you the same."
"336","94617","1983","Nothing spl..wat abt u and whr ru?"
"337","09697","7433","How come she can get it? Should b quite diff to guess rite..."
"338","37326","0598","Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor."
"339","68229","9166","Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem"
"340","36406","3097","In meeting da. I will call you"
"341","60631","4211","Its hard to believe things like this. All can say lie but think twice before saying anything to me."
"342","58391","0698","hanks lotsly!"
"343","99114","1655","At 4. Let's go to bill millers"
"344","26224","3578","Wot is u up 2 then bitch?"
"345","25023","9052","Wat r u doing?"
"346","16238","9758","Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
"347","55027","8399","Beerage?"
"348","77062","3333","Dunno dat's wat he told me. Ok lor..."
"349","45408","1973","K:)all the best:)congrats..."
"350","59282","4223","Total video converter free download type this in google search:)"
"351","46217","1835","""Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic"""
"352","32556","0195","Match started.india  &lt;"
"353","74016","1468","Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow"
"354","55712","5913","S.i'm watching it in live.."
"355","18096","0068","My birthday is on feb  &lt;"
"356","90369","4882","TaKe CaRE n gET WeLL sOOn"
"357","53420","0418","DO NOT B LATE LOVE MUM"
"358","11851","2700","Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;"
"359","34617","5328","Dont think so. It turns off like randomlly within 5min of opening"
"360","11844","6736","Hope you are not scared!"
"361","54810","9365","Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply."
"362","51439","8704","Hey tmr maybe can meet you at yck"
"363","52781","9424","Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... "
"364","01514","8704","Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks"
"365","84470","3039","O was not into fps then."
